Length,Material,Vel_Liv,Vel_Pes,Carriles,Tipo,Nombre,Start,,End,
5.305114,Pavimento,109,79,1,Ruta,RN 7,-60.955601,-34.612667,-61.004320,-34.593939
1.866212,Pavimento,109,79,,Ruta,RP 50,-61.506355,-34.495140,-61.511944,-34.511314
0.668723,Pavimento,109,79,,Ruta,RP 50,-61.504379,-34.489338,-61.506355,-34.495140
5.237218,Pavimento,109,79,,Ruta,RP 50,-61.466099,-34.457134,-61.504379,-34.489338
1.525533,Pavimento,109,79,,Ruta,RP 50,-61.457600,-34.445625,-61.466099,-34.457134
2.606098,Pavimento,109,79,,Ruta,RP 50,-61.452957,-34.422485,-61.457600,-34.445625
1.717651,Pavimento,109,79,,Ruta,RP 50,-61.452957,-34.422485,-61.439392,-34.411846
5.86801,Pavimento,109,79,,Ruta,RP 50,-61.439392,-34.411846,-61.395069,-34.373795
1.416322,Pavimento,109,79,,Ruta,RP 50,-61.395069,-34.373795,-61.384464,-34.364540
1.100175,Pavimento,109,79,,Ruta,RP 50,-61.384464,-34.364540,-61.376575,-34.357086
1.668529,Pavimento,109,79,,Ruta,RP 50,-61.368851,-34.343479,-61.376575,-34.357086
2.343188,Pavimento,109,79,,Ruta,RP 50,-61.355282,-34.325859,-61.368851,-34.343479
2.047361,Pavimento,109,79,,Ruta,RP 50,-61.339279,-34.313042,-61.355282,-34.325859
81.646309,Pavimento,109,79,1,Ruta,RN 33,-61.503357,-33.456312,-60.905292,-33.018400
41.597353,Pavimento,109,79,1,Ruta,RN 8,-61.337125,-33.806667,-61.768740,-33.833445
18.812284,Pavimento,109,79,1,Ruta,RP 93,-61.337125,-33.806667,-61.429756,-33.658058
49.938276,Pavimento,109,79,1,Ruta,RP 51,-60.110810,-35.010380,-60.081646,-35.457867
33.770027,Pavimento,109,79,1,Ruta,RN 5,-60.110810,-35.010380,-60.440655,-35.126155
31.912418,Pavimento,109,79,1,Ruta,RP 51,-60.081646,-35.457867,-59.840622,-35.649833
128.344916,Pavimento,109,79,1,Ruta,RN 205,-59.840622,-35.649833,-61.064256,-36.142136
144.401685,Pavimento,109,79,1,Ruta,RP 51,-59.840622,-35.649833,-59.978344,-36.849930
5.336837,Pavimento,109,79,1,Ruta,RN 205,-59.787468,-35.633525,-59.840622,-35.649833
54.906959,Pavimento,109,79,1,Ruta,RP 63,-59.787468,-35.633525,-59.332806,-35.939468
59.173553,Pavimento,109,79,1,Ruta,RN 5,-60.440655,-35.126155,-60.896495,-35.492558
0.010566,Pavimento,109,79,1,Ruta,RP 46,-60.440655,-35.126155,-60.440567,-35.126217
19.001347,Pavimento,109,79,1,Ruta,RP 51,-60.089840,-34.841663,-60.110810,-35.010380
34.494623,Pavimento,109,79,1,Ruta,RP 30,-60.089840,-34.841663,-60.385376,-34.654568
15.361996,Pavimento,109,79,1,Ruta,RN 5,-59.987143,-34.921841,-60.110810,-35.010380
12.934447,Pavimento,109,79,1,Ruta,RP 30,-59.987143,-34.921841,-60.089840,-34.841663
52.048085,SIN DATO,,,1,Ruta,RP 42,-60.385376,-34.654568,-60.497288,-35.087837
5.121415,Pavimento,109,79,1,Ruta,RP 30,-60.385376,-34.654568,-60.426380,-34.623226
53.344843,Pavimento,109,79,1,Ruta,RP 51,-59.856808,-34.415885,-60.089840,-34.841663
5.667317,Pavimento,109,79,1,Ruta,RN 7,-59.856808,-34.415885,-59.912815,-34.436523
50.909075,Pavimento,109,79,1,Ruta,RN 7,-60.469441,-34.589236,-60.955601,-34.612667
40.818115,Pavimento,109,79,1,Ruta,RP 191,-60.469441,-34.589236,-60.238289,-34.321182
33.486411,Pavimento,109,79,1,Ruta,RP 31,-60.238289,-34.321182,-59.912815,-34.436523
32.713059,Pavimento,109,79,1,Ruta,RP 191,-60.238289,-34.321182,-60.101968,-34.059237
48.458328,Pavimento,109,79,1,Ruta,RP 31,-60.710014,-34.190777,-60.238289,-34.321182
55.29269,Pavimento,109,79,1,Ruta,RN 188,-60.710014,-34.190777,-61.004320,-34.593939
39.490183,Pavimento,109,79,1,Ruta,RN 8,-60.554362,-33.899237,-60.964966,-33.932065
36.664925,Pavimento,109,79,1,Ruta,RN 188,-60.554362,-33.899237,-60.710014,-34.190777
10.859944,Pavimento,109,79,1,Ruta,RN 8,-60.964966,-33.932065,-61.077064,-33.920245
38.038487,SIN DATO,,,1,Ruta,RP 31,-60.964966,-33.932065,-60.710014,-34.190777
39.529648,Pavimento,109,79,,Ruta,RP 18,-60.542522,-33.887212,-60.745836,-33.580327
1.722411,Pavimento,109,79,,Ruta,RN 188,-60.542522,-33.887212,-60.554224,-33.899052
15.084626,Pavimento,109,79,,Ruta,RP 18,-60.745836,-33.580327,-60.773453,-33.451591
0.024231,Pavimento,109,79,,Ruta,RN 188,-60.554224,-33.899052,-60.554362,-33.899237
205.215888,Pavimento,109,79,1,Ruta,RN 178,-60.554224,-33.899052,-61.584883,-32.460954
46.637716,Pavimento,109,79,1,Ruta,RN 8,-60.101968,-34.059237,-60.554362,-33.899237
63.701207,Pavimento,109,79,1,Ruta,RN 188,-60.220815,-33.389078,-60.542522,-33.887212
18.891444,Pavimento,138,80,1,Autopista,RN 9,-60.220815,-33.389078,-60.381029,-33.285978
54.222208,Pavimento,109,79,1,Ruta,RN 7,-59.912815,-34.436523,-60.426380,-34.623226
5.462707,Pavimento,109,79,1,Ruta,RN 7,-60.426380,-34.623226,-60.469441,-34.589236
48.150549,Pavimento,109,79,1,Ruta,RP 51,-60.094716,-34.059967,-59.856808,-34.415885
0.686982,Pavimento,109,79,,Ruta,RN 8,-60.094716,-34.059967,-60.101968,-34.059237
1.763817,Pavimento,109,79,,Ruta,RN 8,-60.076877,-34.063474,-60.094716,-34.059967
49.648622,Pavimento,109,79,1,Ruta,RP 191,-60.076877,-34.063474,-59.722187,-33.762360
61.940651,Pavimento,109,79,1,Ruta,RP 51,-60.091854,-33.548038,-60.094716,-34.059967
22.058505,Pavimento,138,80,1,Autopista,RN 9,-60.091854,-33.548038,-60.220815,-33.389078
42.66934,Pavimento,138,80,1,Autopista,RN 9,-59.722187,-33.762360,-60.091854,-33.548038
48.405763,Pavimento,109,79,1,Ruta,RN 205,-59.378507,-35.380661,-59.787468,-35.633525
85.697521,Pavimento,109,79,1,Ruta,RP 30,-59.378507,-35.380661,-59.987143,-34.921841
61.555843,Pavimento,109,79,1,Ruta,RN 5,-59.400516,-34.664774,-59.987143,-34.921841
26.172111,Pavimento,109,79,1,Ruta,RP 41,-59.400516,-34.664774,-59.460648,-34.451385
139.489419,Pavimento,138,80,1,Autopista,RN 1V0,-61.859571,-32.729842,-63.233810,-32.360227
80.269643,Pavimento,109,79,1,Ruta,RN 9,-61.859571,-32.729842,-62.694087,-32.610764
30.763278,Pavimento,138,80,1,Autopista,RN 1V0,-63.233810,-32.360227,-63.431819,-32.140146
5.026154,Pavimento,109,79,1,Ruta,RN 158,-63.233810,-32.360227,-63.247828,-32.403375
57.910105,Pavimento,109,79,1,Ruta,RN 9,-62.694087,-32.610764,-63.247828,-32.403375
152.434029,Pavimento,109,79,1,Ruta,RN 158,-62.124142,-31.424227,-63.233810,-32.360227
49.889866,Pavimento,109,79,1,Ruta,RN 19,-62.124142,-31.424227,-62.645915,-31.403121
53.923304,Pavimento,109,79,1,Ruta,RP 3,-62.722122,-31.856005,-62.645915,-31.403121
85.009334,Pavimento,109,79,1,Ruta,RP 15,-62.722122,-31.856005,-63.518250,-31.568722
17.131927,Pavimento,109,79,1,Ruta,RN 19,-62.645915,-31.403121,-62.823361,-31.384654
8.828198,Pavimento,109,79,1,Ruta,RP 93,-61.482391,-33.530025,-61.503357,-33.456312
82.395528,Pavimento,109,79,1,Ruta,RP 14,-61.482391,-33.530025,-60.790252,-33.092034
41.855826,Pavimento,109,79,1,Ruta,RN 9,-61.424057,-32.805115,-61.859571,-32.729842
95.830128,Pavimento,138,80,,Autopista,RN 1V0,-60.899750,-32.926613,-61.859571,-32.729842
2.116403,Pavimento,109,79,,Ruta,RN A01,-60.899750,-32.926613,-60.894917,-32.907997
14.202405,Pavimento,109,79,1,Ruta,RN A01,-60.790252,-33.092034,-60.905292,-33.018400
12.240228,Pavimento,109,79,1,Ruta,RP 14,-60.790252,-33.092034,-60.752744,-32.989096
10.312324,Pavimento,112,80,1,AutovIa,RN A01,-60.905292,-33.018400,-60.899750,-32.926613
12.581801,Pavimento,109,79,1,Ruta,RN 33,-60.905292,-33.018400,-60.775287,-32.999866
51.916778,Pavimento,109,79,1,Ruta,RN 9,-60.894917,-32.907997,-61.424057,-32.805115
11.688437,Pavimento,109,79,1,Ruta,RN A01,-60.894917,-32.907997,-60.841038,-32.820851
10.902096,SIN DATO,,,,Ruta,RP 345,-60.775287,-32.999866,-60.819465,-32.939734
2.549181,Pavimento,109,79,1,Ruta,RN 33,-60.775287,-32.999866,-60.752744,-32.989096
7.732288,Pavimento,138,80,2,Autopista,RN 1V0,-60.819465,-32.939734,-60.899750,-32.926613
2.16802,SIN DATO,,,,Ruta,RP 345,-60.819465,-32.939734,-60.819145,-32.920189
7.216201,Pavimento,109,79,1,Ruta,RN 9,-60.819145,-32.920189,-60.894917,-32.907997
11.867278,SIN DATO,,,,Ruta,RP 345,-60.819145,-32.920189,-60.753141,-32.873203
173.830757,Pavimento,109,79,1,Ruta,RN 34,-60.841038,-32.820851,-61.526979,-31.532463
11.080226,Pavimento,109,79,1,Ruta,RN A01,-60.841038,-32.820851,-60.751861,-32.764962
57.271897,Pavimento,112,80,1,AutovIa,RN 19,-61.526979,-31.532463,-62.097408,-31.428126
35.131553,Pavimento,109,79,1,Ruta,RN 34,-61.526979,-31.532463,-61.499512,-31.226624
2.592513,Pavimento,60,45,1,Avenida,RN 19,-62.097408,-31.428126,-62.124142,-31.424227
60.126495,Pavimento,109,79,1,Ruta,RP 1,-62.097408,-31.428126,-62.046890,-30.916273
82.162512,SIN DATO,,,,Autopista,RP A90,-60.991783,-32.072311,-60.751861,-32.764962
14.048142,SIN DATO,,,,Autopista,RP A90,-60.751861,-32.764962,-60.710622,-32.882546
2.019819,Pavimento,109,79,1,Ruta,RN A01,-60.751861,-32.764962,-60.730727,-32.768550
71.394143,Pavimento,112,80,1,AutovIa,RN 19,-60.799928,-31.667311,-61.526979,-31.532463
49.826967,Pavimento,138,80,,Autopista,RP GRA,-60.799928,-31.667311,-60.991783,-32.072311
42.896757,Pavimento,109,79,1,Ruta,RP 3,-62.823361,-31.384654,-62.738873,-31.010426
76.764521,Pavimento,109,79,1,Ruta,RN 19,-62.823361,-31.384654,-63.599773,-31.343001
54.665634,Pavimento,109,79,1,Ruta,RP 17,-62.738873,-31.010426,-63.257359,-30.890125
68.75825,Pavimento,109,79,1,Ruta,RP 17,-62.046890,-30.916273,-62.738873,-31.010426
40.190226,SIN DATO,,,1,Ruta,RP 1,-62.046890,-30.916273,-61.963390,-30.580547
13.852746,SIN DATO,,,,Ruta,RP 12,-62.046890,-30.916273,-61.908218,-30.934681
42.852092,Pavimento,109,79,1,Ruta,RP 23,-61.963390,-30.580547,-61.860512,-30.208672
39.372591,Pavimento,109,79,,Ruta,RP 280S,-61.908218,-30.934681,-61.546850,-30.929725
30.16346,Pavimento,138,80,1,Autopista,RN 8,-59.023669,-34.394389,-59.323358,-34.301402
24.790073,Pavimento,112,80,2,AutovIa,RP 6,-59.023669,-34.394389,-58.960413,-34.181509
12.471768,Pavimento,138,80,1,Autopista en construccion,RN 8,-59.323358,-34.301402,-59.447889,-34.262458
2.370053,Pavimento,109,79,1,Ruta,RN 7,-59.037772,-34.573528,-59.062731,-34.568047
21.647845,Pavimento,112,80,2,AutovIa,RP 6,-59.037772,-34.573528,-59.023669,-34.394389
33.182317,Pavimento,109,79,1,Ruta,RN 5,-59.062731,-34.568047,-59.400516,-34.664774
40.461351,Pavimento,109,79,1,Ruta,RN 7,-59.062731,-34.568047,-59.460648,-34.451385
31.687902,Pavimento,109,79,1,Ruta,RN 193,-59.051527,-34.138256,-59.323358,-34.301402
79.6345,Pavimento,112,80,2,AutovIa,RN 12,-59.051527,-34.138256,-58.800650,-33.499942
57.008047,Pavimento,138,80,1,Autopista,RN 9,-59.051527,-34.138256,-59.542664,-33.854828
9.750137,Pavimento,138,80,1,Autopista,RN 9,-58.960413,-34.181509,-59.051527,-34.138256
12.569252,Pavimento,138,80,1,Autopista,RN 7,-58.905052,-34.601449,-59.037772,-34.573528
6.373078,Pavimento,109,79,2,Ruta,RP 24,-58.850445,-34.566719,-58.905052,-34.601449
6.961593,Pavimento,109,79,1,Ruta,RP 24,-58.786114,-34.533672,-58.850445,-34.566719
3.244909,Pavimento,109,79,2,Ruta,RP 24,-58.755661,-34.519245,-58.786114,-34.533672
0.923717,Pavimento,109,79,1,Ruta,RP 24,-58.746635,-34.515583,-58.755661,-34.519245
1.597754,Pavimento,109,79,2,Ruta,RP 24,-58.731335,-34.508724,-58.746635,-34.515583
35.617292,Pavimento,138,80,,Autopista,RN 8,-58.677000,-34.471246,-59.023669,-34.394389
43.175829,Pavimento,138,80,1,Autopista,RN 9,-58.677000,-34.471246,-58.960413,-34.181509
55.635195,Pavimento,112,80,2,AutovIa,RN 14,-58.800650,-33.499942,-58.618415,-33.039666
64.602122,Pavimento,109,79,1,Ruta,RN 12,-58.800650,-33.499942,-59.272846,-33.164040
122.341438,Pavimento,109,79,1,Ruta,RP 88,-57.598301,-38.000000,-58.715084,-38.579926
89.9842,Pavimento,109,79,1,Ruta,RN 226,-57.581779,-37.980392,-58.448666,-37.673079
2.615957,Pavimento,60,45,2,Avenida,RP 2,-57.581779,-37.980392,-57.598301,-38.000000
30.166168,Pavimento,109,79,1,Ruta,RN 226,-58.448666,-37.673079,-58.750675,-37.581959
52.724452,Pavimento,109,79,1,Ruta,RP 29,-58.448666,-37.673079,-58.496078,-37.227047
6.701219,Pavimento,60,45,1,Avenida,RP 88,-57.542168,-38.040848,-57.598301,-38.000000
6.804428,Pavimento,60,45,1,Avenida,RP 11,-57.552647,-37.995121,-57.542168,-38.040848
113.381105,Pavimento,109,79,1,Ruta,RP 227,-58.750675,-37.581959,-58.727257,-38.553410
34.767328,Pavimento,109,79,1,Ruta,RN 226,-58.750675,-37.581959,-59.017115,-37.361067
12.763737,Pavimento,109,79,1,Ruta,RP 29,-58.496078,-37.227047,-58.551743,-37.127129
5.711371,Pavimento,109,79,1,Ruta,RP 74,-58.496078,-37.227047,-58.443996,-37.198307
156.22144,Pavimento,109,79,1,Ruta,RP 29,-58.551743,-37.127129,-58.514584,-35.768929
49.871317,Pavimento,109,79,,Ruta,RP 50,-58.551743,-37.127129,-58.985825,-36.846321
12.459959,Pavimento,109,79,,Ruta,RP 50,-58.443996,-37.198307,-58.551743,-37.127129
57.526119,Pavimento,109,79,1,Ruta,RP 74,-58.443996,-37.198307,-57.831329,-37.080482
103.167661,Pavimento,112,80,2,AutovIa,RP 2,-57.831329,-37.080482,-57.581779,-37.980392
66.018023,Pavimento,109,79,1,Ruta,RP 74,-57.831329,-37.080482,-57.127399,-37.016426
22.853524,Pavimento,112,80,2,AutovIa,RP 2,-57.874699,-36.879852,-57.831329,-37.080482
46.713036,Pavimento,109,79,1,Ruta,RP 41,-58.514584,-35.768929,-58.780670,-35.438438
75.301317,Pavimento,109,79,1,Ruta,RP 29,-58.514584,-35.768929,-58.230343,-35.170593
69.713492,Pavimento,112,80,2,AutovIa,RP 2,-57.702297,-36.293606,-57.874699,-36.879852
29.815234,Pavimento,112,80,1,AutovIa,RP 63,-57.702297,-36.293606,-57.381199,-36.302456
26.939469,Pavimento,112,80,2,AutovIa,RP 2,-57.819698,-36.073788,-57.702297,-36.293606
74.83131,Pavimento,109,79,1,Ruta,RP 41,-57.819698,-36.073788,-58.514584,-35.768929
29.744605,Pavimento,109,79,1,Ruta,RN 35,-64.264034,-35.053723,-64.371557,-34.803214
90.611262,Pavimento,109,79,,Ruta,RN 188,-64.264034,-35.053723,-65.252250,-35.102851
97.788574,Pavimento,109,79,1,Ruta,RN 35,-64.371557,-34.803214,-64.397231,-33.929932
30.096668,Pavimento,109,79,1,Ruta,RN 188,-63.934494,-35.046409,-64.264034,-35.053723
106.252852,Pavimento,112,80,1,AutovIa,RN 7,-64.397231,-33.929932,-65.429178,-33.651628
81.477845,Pavimento,109,79,1,Ruta,RN 35,-64.397231,-33.929932,-64.440031,-33.210471
35.091677,Pavimento,109,79,1,Ruta,RP 101,-63.936180,-35.381287,-63.783955,-35.643017
37.153328,Pavimento,109,79,1,Ruta,RP 7,-63.936180,-35.381287,-63.934494,-35.046409
3.977371,Pavimento,60,45,1,Avenida,RP 101,-63.783955,-35.643017,-63.784172,-35.678864
44.322023,Pavimento,109,79,1,Ruta,RP 4,-63.767873,-35.678817,-63.388598,-35.543975
37.61924,Pavimento,109,79,,Ruta,RP 70,-63.388598,-35.543975,-63.000000,-35.438297
87.727942,Pavimento,109,79,1,Ruta,RN 188,-62.989941,-35.037594,-63.934494,-35.046409
0.065033,SIN DATO,,,,Ruta,RP 70,-63.000000,-35.438297,-62.999284,-35.438312
0.484066,Pavimento,109,79,,Ruta,RN 226,-62.984934,-35.039036,-62.989941,-35.037594
0.455724,Pavimento,109,79,,Ruta,RN 33,-62.984934,-35.039036,-62.987432,-35.035576
94.042779,Pavimento,109,79,1,Ruta,RN 7,-63.420517,-34.141590,-64.397231,-33.929932
93.701752,Pavimento,109,79,1,Ruta,RP 4,-63.420517,-34.141590,-63.303688,-33.393860
0.04732,Pavimento,109,79,1,Ruta,RP 4,-63.303688,-33.393860,-63.303716,-33.393434
98.465574,Pavimento,109,79,1,Ruta,RN 35,-62.305334,-38.713356,-63.166716,-38.158255
26.033658,Pavimento,109,79,1,Ruta,RN 3,-62.305334,-38.713356,-62.567492,-38.753299
144.567186,Tierra,59,43,1,Ruta,RP 76,-62.295121,-38.060616,-63.393096,-37.657726
56.502676,Pavimento,109,79,1,Ruta,RN 33,-62.295121,-38.060616,-62.418620,-37.588694
5.11707,Pavimento,60,45,,Avenida,RN 35,-62.265798,-38.716231,-62.305334,-38.713356
76.711389,Pavimento,109,79,1,Ruta,RN 33,-62.265798,-38.716231,-62.295121,-38.060616
0.690985,Pavimento,109,79,,Ruta,RN 33,-62.267248,-38.720748,-62.265798,-38.716231
7.215935,Pavimento,109,79,1,Ruta,RN 1V0,-62.200436,-38.753635,-62.267248,-38.720748
2.258175,Pavimento,109,79,,Ruta,RN 3,-62.175627,-38.759057,-62.200436,-38.753635
117.083046,Pavimento,109,79,1,Ruta,RP 51,-62.175627,-38.759057,-61.386658,-38.027531
47.186746,Pavimento,109,79,1,Ruta,RN 33,-62.418620,-37.588694,-62.420521,-37.178874
43.67391,SIN DATO,,,1,Ruta,RP 67,-62.418620,-37.588694,-61.947651,-37.479256
82.688581,Pavimento,109,79,1,Ruta,RN 3,-61.262607,-38.739541,-62.175627,-38.759057
81.745212,Pavimento,109,79,,Ruta,RP 85,-61.386658,-38.027531,-61.947651,-37.479256
86.308797,Pavimento,109,79,1,Ruta,RP 51,-61.386658,-38.027531,-60.985348,-37.379704
47.394475,Pavimento,109,79,,Ruta,RP 85,-61.947651,-37.479256,-62.256767,-37.150169
15.167073,Pavimento,109,79,1,Ruta,RP 93,-61.429756,-33.658058,-61.482391,-33.530025
65.453541,Pavimento,109,79,1,Ruta,RP 90,-61.429756,-33.658058,-60.773453,-33.451591
2.050162,Pavimento,109,79,,Ruta,RP 50,-61.323788,-34.299763,-61.339279,-34.313042
0.994772,Pavimento,109,79,,Ruta,RP 50,-61.316002,-34.293545,-61.323788,-34.299763
0.998403,Pavimento,109,79,,Ruta,RP 50,-61.308193,-34.287300,-61.316002,-34.293545
1.085295,Pavimento,109,79,,Ruta,RP 50,-61.299694,-34.280521,-61.308193,-34.287300
0.967715,Pavimento,109,79,,Ruta,RP 50,-61.292118,-34.274475,-61.299694,-34.280521
4.087463,Pavimento,109,79,,Ruta,RP 50,-61.261169,-34.248066,-61.292118,-34.274475
2.322724,Pavimento,109,79,,Ruta,RP 50,-61.252296,-34.228497,-61.261169,-34.248066
1.023017,Pavimento,109,79,,Ruta,RP 50,-61.244503,-34.221928,-61.252296,-34.228497
1.468303,Pavimento,109,79,,Ruta,RP 50,-61.233326,-34.212494,-61.244503,-34.221928
2.08994,Pavimento,109,79,,Ruta,RP 50,-61.217419,-34.199066,-61.233326,-34.212494
4.405048,Pavimento,109,79,,Ruta,RP 50,-61.183907,-34.170757,-61.217419,-34.199066
0.921768,Pavimento,109,79,,Ruta,RP 50,-61.183102,-34.162506,-61.183907,-34.170757
1.965362,Pavimento,109,79,,Ruta,RP 50,-61.182407,-34.144798,-61.183102,-34.162506
0.613493,Pavimento,109,79,,Ruta,RP 50,-61.181633,-34.139359,-61.182407,-34.144798
3.82066,Pavimento,109,79,,Ruta,RP 50,-61.152805,-34.114628,-61.181633,-34.139359
2.418165,Pavimento,109,79,,Ruta,RP 50,-61.135044,-34.098598,-61.152805,-34.114628
1.567299,Pavimento,109,79,,Ruta,RP 50,-61.128040,-34.086483,-61.135044,-34.098598
20.932949,Pavimento,109,79,,Ruta,RP 50,-61.077064,-33.920245,-61.128040,-34.086483
29.781239,Pavimento,109,79,1,Ruta,RN 8,-61.077064,-33.920245,-61.337125,-33.806667
42.766191,Pavimento,109,79,1,Ruta,RP 90,-60.773453,-33.451591,-60.381029,-33.285978
41.993056,Pavimento,109,79,1,Ruta,RP 18,-60.773453,-33.451591,-60.700119,-33.089668
107.412721,Pavimento,109,79,1,Ruta,RP 86,-60.985348,-37.379704,-59.859746,-37.647850
85.322075,Pavimento,109,79,1,Ruta,RP 51,-60.985348,-37.379704,-60.229870,-36.936619
6.728867,Pavimento,109,79,1,Ruta,RP 86,-59.859746,-37.647850,-59.804970,-37.689972
90.862817,Pavimento,109,79,1,Ruta,RN 3,-59.859746,-37.647850,-60.281424,-38.356399
115.835755,Pavimento,109,79,1,Ruta,RN 226,-60.229870,-36.936619,-61.159302,-36.218571
132.295569,Pavimento,109,79,1,Ruta,RP 86,-59.804970,-37.689972,-58.756130,-38.523829
62.870809,Pavimento,109,79,1,Ruta,RP 74,-59.804970,-37.689972,-59.183525,-37.422817
94.540942,Pavimento,109,79,1,Ruta,RN 3,-59.897695,-36.848323,-59.859746,-37.647850
7.343363,Pavimento,112,80,1,AutovIa,RN 226,-59.897695,-36.848323,-59.978344,-36.849930
26.328499,Pavimento,112,80,1,AutovIa,RN 226,-59.978344,-36.849930,-60.229870,-36.936619
8.512739,Pavimento,60,45,2,Avenida,RN 7,-66.260811,-33.304239,-66.342914,-33.316933
74.900548,Pavimento,112,80,2,AutovIa,RP 20,-66.260811,-33.304239,-65.626281,-33.053126
117.725438,Pavimento,109,79,1,Ruta,RN 146,-65.951890,-32.369519,-66.339895,-33.262279
101.273034,Pavimento,109,79,1,Ruta,RN 20,-65.951890,-32.369519,-67.009485,-32.388966
121.824253,Pavimento,109,79,1,Ruta,RN 147,-66.339895,-33.262279,-67.009485,-32.388966
7.123991,Pavimento,109,79,,Ruta,RN 146,-66.339895,-33.262279,-66.342914,-33.316933
1.62068,SIN DATO,,,1,Ruta,RP 2,-65.626281,-33.053126,-65.620316,-33.039486
10.833554,SIN DATO,,,1,Ruta,RP 2,-65.620316,-33.039486,-65.637650,-32.944382
8.635163,Pavimento,112,80,,AutovIa,RP 10,-65.534149,-33.059582,-65.626281,-33.053126
90.759046,Pavimento,112,80,,AutovIa,RN 148,-65.534149,-33.059582,-65.174110,-32.341236
3.693512,SIN DATO,,,1,Ruta,RP 2,-65.620407,-32.916927,-65.637650,-32.944382
5.192767,SIN DATO,,,1,Ruta,RP 2,-65.631416,-32.874935,-65.620407,-32.916927
7.300919,SIN DATO,,,1,Ruta,RP 2,-65.626312,-32.811310,-65.631416,-32.874935
2.874725,SIN DATO,,,1,Ruta,RP 2,-65.618340,-32.786747,-65.626312,-32.811310
3.140971,SIN DATO,,,1,Ruta,RP 2,-65.613754,-32.759308,-65.618340,-32.786747
2.344415,SIN DATO,,,1,Ruta,RP 2,-65.618294,-32.739830,-65.613754,-32.759308
5.744713,SIN DATO,,,1,Ruta,RP 2,-65.628342,-32.690765,-65.618294,-32.739830
1.00742,SIN DATO,,,1,Ruta,RP 2,-65.628342,-32.690765,-65.623268,-32.682884
12.214468,SIN DATO,,,1,Ruta,RP 2,-65.623268,-32.682884,-65.631805,-32.580341
4.480022,SIN DATO,,,1,Ruta,RP 2,-65.631805,-32.580341,-65.646294,-32.545986
19.054812,Pavimento,109,79,1,Ruta,RN 20,-65.807382,-32.250210,-65.951890,-32.369519
124.996071,Pavimento,109,79,1,Ruta,RN 79,-65.807382,-32.250210,-66.274032,-31.314992
3.614078,Pavimento,70,48,1,Ruta,RP 2,-65.659645,-32.446922,-65.676598,-32.418629
0.945524,Pavimento,70,48,1,Ruta,RP 2,-65.674881,-32.410278,-65.676598,-32.418629
21.430841,Pavimento,70,48,1,Ruta,RP 2,-65.690590,-32.228363,-65.674881,-32.410278
9.861465,Pavimento,99,70,1,Ruta,RP 2,-65.646469,-32.462208,-65.646294,-32.545986
2.10289,Pavimento,70,48,1,Ruta,RP 2,-65.646469,-32.462208,-65.659645,-32.446922
11.619171,Pavimento,109,79,1,Ruta,RN 20,-65.698056,-32.203989,-65.807382,-32.250210
2.869059,Pavimento,70,48,1,Ruta,RP 2,-65.698056,-32.203989,-65.690590,-32.228363
0.112699,Pavimento,109,79,1,Ruta,RP 11,-57.157920,-35.385427,-57.157690,-35.386417
0.434816,Pavimento,109,79,1,Ruta,RP 11,-57.157690,-35.386417,-57.155927,-35.390040
0.080214,Pavimento,109,79,1,Ruta,RP 11,-57.155927,-35.390040,-57.155688,-35.390736
1.094996,Pavimento,109,79,1,Ruta,RP 11,-57.163642,-35.376814,-57.157920,-35.385427
0.598595,Pavimento,109,79,1,Ruta,RP 11,-57.272921,-35.252442,-57.277222,-35.248360
0.178222,Pavimento,109,79,1,Ruta,RP 11,-57.277222,-35.248360,-57.278503,-35.247145
0.150629,Pavimento,109,79,1,Ruta,RP 11,-57.271837,-35.253468,-57.272921,-35.252442
0.319666,Pavimento,109,79,1,Ruta,RP 11,-57.278503,-35.247145,-57.280801,-35.244966
1.24676,Pavimento,109,79,1,Ruta,RP 11,-57.262829,-35.261935,-57.271837,-35.253468
0.199313,Pavimento,109,79,1,Ruta,RP 11,-57.665141,-35.030419,-57.663662,-35.031741
8.754306,Pavimento,109,79,1,Ruta,RP 11,-57.663662,-35.031741,-57.585581,-35.066651
0.852031,Pavimento,109,79,1,Ruta,RP 11,-57.671850,-35.025078,-57.665141,-35.030419
0.141569,Pavimento,109,79,1,Ruta,RP 11,-57.585581,-35.066651,-57.584061,-35.066393
1.590185,Pavimento,109,79,1,Ruta,RP 11,-57.584061,-35.066393,-57.566851,-35.064262
3.298545,Pavimento,109,79,1,Ruta,RP 11,-57.566851,-35.064262,-57.532707,-35.069187
3.098773,Pavimento,109,79,1,Ruta,RP 11,-57.515942,-35.090000,-57.532707,-35.069187
1.530122,Pavimento,109,79,1,Ruta,RP 11,-57.500000,-35.093690,-57.515942,-35.090000
1.763109,Pavimento,109,79,1,Ruta,RP 11,-57.475718,-35.104445,-57.491422,-35.095174
0.799507,Pavimento,109,79,1,Ruta,RP 11,-57.491422,-35.095174,-57.500000,-35.093690
0.207477,Pavimento,109,79,1,Ruta,RP 11,-57.458952,-35.125602,-57.460379,-35.124145
0.466464,Pavimento,109,79,1,Ruta,RP 11,-57.460379,-35.124145,-57.461026,-35.120038
1.090225,Pavimento,109,79,1,Ruta,RP 11,-57.461026,-35.120038,-57.465191,-35.110911
0.059542,Pavimento,109,79,1,Ruta,RP 11,-57.465191,-35.110911,-57.465431,-35.110412
