Length,Material,Vel_Liv,Vel_Pes,Carriles,Tipo,Nombre,Start,,End,
0.139562,Pavimento,109,79,,Ruta,RN 20,-67.800387,-32.213670,-67.801523,-32.212863
96.475028,Pavimento,109,79,1,Ruta,RN 141,-67.354409,-31.496051,-68.169502,-31.888650
168.906315,Pavimento,99,70,1,Ruta,RP 510,-67.354409,-31.496051,-67.702000,-30.224692
82.323843,Pavimento,109,79,,Ruta,RN 20,-67.009485,-32.388966,-67.800387,-32.213670
0.697102,SIN DATO,,,,Ruta,RP 75,-68.503922,-31.439047,-68.496597,-31.438805
4.175742,SIN DATO,,,,Ruta,RP 75,-68.496597,-31.438805,-68.452789,-31.441565
2.430364,SIN DATO,,,,Ruta,RP 75,-68.452789,-31.441565,-68.427292,-31.443180
1.953314,SIN DATO,,,,Ruta,RP 75,-68.427292,-31.443180,-68.406799,-31.444473
1.842457,Pavimento,109,79,1,Ruta,RP 170,-68.406799,-31.444473,-68.410286,-31.460819
14.665798,Pavimento,99,70,1,Ruta,RN 150,-68.708985,-30.301085,-68.783159,-30.219321
19.801855,Pavimento,99,70,1,Ruta,RN 40,-68.708985,-30.301085,-68.571594,-30.294100
59.214947,Pavimento,99,70,1,Ruta,RN 150,-68.783159,-30.219321,-69.225937,-30.325314
16.424822,Pavimento,99,70,,Ruta,RN 40,-68.571594,-30.294100,-68.477329,-30.205376
120.810127,Pavimento,109,79,1,Ruta,RN 40,-68.477329,-30.205376,-68.225213,-29.346806
258.841508,Pavimento,70,48,1,Ruta,RN 76,-68.225213,-29.346806,-69.299292,-28.069741
91.26985,Pavimento,70,48,1,Ruta,RN 40,-68.225213,-29.346806,-67.504745,-29.300096
97.358278,Pavimento,99,70,1,Ruta,RN 150,-67.702000,-30.224692,-68.477329,-30.205376
3.818511,Pavimento,109,79,1,Ruta,RN 150,-67.670358,-30.204148,-67.702000,-30.224692
112.960878,Pavimento,109,79,1,Ruta,RN 76,-67.670358,-30.204148,-68.225213,-29.346806
84.142498,Pavimento,99,70,1,Ruta,RN 150,-66.884903,-30.047880,-67.670358,-30.204148
63.283958,Pavimento,109,79,1,Ruta,RP 27,-66.884903,-30.047880,-66.932434,-30.605625
112.80893,Pavimento,109,79,1,Ruta,RN 74,-66.874901,-30.031929,-67.504745,-29.300096
67.046444,Pavimento,109,79,1,Ruta,RN 38,-66.874901,-30.031929,-66.836013,-29.438571
14.936621,Pavimento,112,80,1,AutovIa,RN 40,-67.504745,-29.300096,-67.492854,-29.168734
22.09983,Pavimento,99,70,1,Ruta,RN 40,-67.492854,-29.168734,-67.493298,-28.997963
24.912592,Pavimento,109,79,1,Ruta,RN 73,-67.282820,-29.264936,-67.492854,-29.168734
81.20269,Pavimento,70,48,1,Ruta,RN 78,-67.493298,-28.997963,-67.667342,-28.395243
105.02575,Pavimento,109,79,1,Ruta,RN 40,-67.493298,-28.997963,-67.049590,-28.314890
57.942835,SIN DATO,,,,Ruta,RP 43,-67.412689,-26.068609,-67.261848,-26.478052
126.148035,Pavimento,109,79,1,Ruta,RN 281,-65.891263,-47.753237,-67.213537,-47.138833
376.313738,Pavimento,109,79,1,Ruta,RN 3,-67.213537,-47.138833,-68.931647,-49.984959
378.461214,Pavimento,109,79,1,Ruta,RN 3,-65.262541,-43.284602,-67.579410,-45.906533
1.769678,SIN DATO,,,,Ruta,RP 4,-66.825294,-42.479153,-66.846588,-42.481468
9.068212,SIN DATO,,,,Ruta,RP 4,-66.846588,-42.481468,-66.929886,-42.438015
8.715609,SIN DATO,,,,Ruta,RP 4,-66.743172,-42.523228,-66.825294,-42.479153
0.073891,SIN DATO,,,,Ruta,RP 4,-66.742287,-42.523346,-66.743172,-42.523228
9.708645,Ripio,49,35,,Ruta,RP 4,-66.631920,-42.524948,-66.742287,-42.523346
4.152261,Ripio,49,35,,Ruta,RP 4,-66.591110,-42.546963,-66.631920,-42.524948
13.283736,SIN DATO,,,,Ruta,RP 4,-66.949150,-42.438831,-67.103111,-42.456203
1.629033,SIN DATO,,,,Ruta,RP 4,-66.929886,-42.438015,-66.949150,-42.438831
6.327989,Ripio,49,35,,Ruta,RP 4,-66.535774,-42.584251,-66.591110,-42.546963
4.558398,Ripio,49,35,,Ruta,RP 4,-66.494553,-42.611576,-66.535774,-42.584251
19.625382,Ripio,49,35,,Ruta,RP 4,-66.276901,-42.665771,-66.494553,-42.611576
13.547584,Ripio,49,35,,Ruta,RP 4,-65.996651,-42.771038,-66.143379,-42.719303
4.202681,Ripio,49,35,,Ruta,RP 4,-66.143379,-42.719303,-66.188469,-42.701263
1.667943,Ripio,49,35,,Ruta,RP 4,-66.259018,-42.672932,-66.276901,-42.665771
6.582897,Ripio,49,35,,Ruta,RP 4,-66.188469,-42.701263,-66.259018,-42.672932
0.031381,Pavimento,109,79,,Ruta,RN 3,-65.262387,-43.284343,-65.262541,-43.284602
0.245992,Pavimento,60,45,,Avenida,RN 25,-65.300659,-43.233166,-65.299987,-43.231007
13.440141,Pavimento,109,79,1,Ruta,RN 25,-65.104077,-43.306032,-65.262387,-43.284343
20.655319,Ripio,49,35,,Ruta,RP 4,-65.756691,-42.763542,-65.996651,-42.771038
45.856004,Ripio,49,35,,Ruta,RP 4,-65.203575,-42.741821,-65.756691,-42.763542
56.855396,Pavimento,109,79,1,Ruta,RN 3,-65.113563,-42.744782,-65.299987,-43.231007
7.377503,Ripio,49,35,,Ruta,RP 4,-65.113563,-42.744782,-65.203575,-42.741821
267.704793,Pavimento,109,79,1,Ruta,RN 23,-65.340993,-40.816291,-68.090073,-40.843253
222.129599,Pavimento,109,79,1,Ruta,RN 3,-65.340993,-40.816291,-65.113563,-42.744782
139.969379,Pavimento,99,70,1,Ruta,RN 23,-68.090073,-40.843253,-69.505567,-41.322858
177.891351,Pavimento,99,70,1,Ruta,RP 8,-68.090073,-40.843253,-67.988297,-39.554661
33.928869,Pavimento,109,79,1,Ruta,RN 3,-65.003445,-40.712077,-65.340993,-40.816291
92.292079,Pavimento,109,79,1,Ruta,RP 2,-64.992990,-40.703944,-65.329883,-39.965363
1.263435,Pavimento,109,79,,Ruta,RN 251,-64.992990,-40.703944,-65.003445,-40.712077
93.878723,Pavimento,109,79,1,Ruta,RN 250,-65.329883,-39.965363,-65.669102,-39.279795
100.153434,Pavimento,109,79,1,Ruta,RN 22,-66.514166,-39.087091,-67.614447,-39.038648
70.336837,Pavimento,99,70,1,Ruta,RP 6,-67.614447,-39.038648,-67.988297,-39.554661
36.777707,Pavimento,109,79,1,Ruta,RN 22,-67.614447,-39.038648,-68.010760,-38.942598
81.865473,Pavimento,109,79,1,Ruta,RN 22,-65.669102,-39.279795,-66.514166,-39.087091
93.612148,Pavimento,109,79,1,Ruta,RN 152,-66.088432,-38.142173,-67.146745,-38.159218
116.173267,Pavimento,109,79,1,Ruta,RN 232,-66.088432,-38.142173,-66.514166,-39.087091
111.381608,Pavimento,109,79,1,Ruta,RN 22,-64.421778,-39.052135,-65.669102,-39.279795
118.507825,Pavimento,109,79,1,Ruta,RN 251,-64.421778,-39.052135,-64.474599,-40.108710
127.860706,Pavimento,109,79,1,Ruta,RN 152,-65.073396,-37.446066,-66.088432,-38.142173
0.068198,Pavimento,109,79,,Ruta,RN 143,-65.073396,-37.446066,-65.074166,-37.446092
83.751154,Pavimento,109,79,1,Ruta,RN 251,-64.474599,-40.108710,-64.992990,-40.703944
80.758523,Pavimento,109,79,1,Ruta,RN 250,-64.474599,-40.108710,-65.329883,-39.965363
129.651978,Pavimento,109,79,1,Ruta,RN 3,-63.479481,-40.691883,-65.003445,-40.712077
112.391754,Pavimento,109,79,1,Ruta,RN 250,-63.479481,-40.691883,-64.474599,-40.108710
43.914534,Pavimento,109,79,1,Ruta,RN 3,-63.004471,-40.802554,-63.479481,-40.691883
1.419022,Pavimento,109,79,,Ruta,RN 3,-63.000827,-40.790166,-63.004471,-40.802554
8.123329,Pavimento,109,79,1,Ruta,RN 3,-62.929249,-40.762393,-63.000827,-40.790166
28.761084,Pavimento,109,79,1,Ruta,RN 22,-64.107722,-38.978409,-64.421778,-39.052135
3.262682,Pavimento,109,79,1,Ruta,RN 22,-64.075734,-38.969946,-64.107722,-38.978409
136.573062,Pavimento,109,79,1,Ruta,RN 154,-64.025292,-37.750334,-64.075734,-38.969946
13.483588,Pavimento,109,79,1,Ruta,RN 35,-64.025292,-37.750334,-64.131222,-37.663454
135.103175,Pavimento,109,79,1,Ruta,RN 22,-62.567492,-38.753299,-64.075734,-38.969946
235.223509,Pavimento,109,79,1,Ruta,RN 3,-62.567492,-38.753299,-62.929249,-40.762393
88.416857,Pavimento,109,79,1,Ruta,RN 35,-63.166716,-38.158255,-64.025292,-37.750334
190.234314,Pavimento,109,79,1,Ruta,RP 20,-65.674759,-37.337091,-67.748901,-37.660454
167.762096,Tierra,59,43,,Ruta,RN 143,-65.674759,-37.337091,-66.979422,-36.552208
22.196753,Pavimento,109,79,,Ruta,RN 143,-66.979422,-36.552208,-67.081455,-36.381157
0.242612,Pavimento,109,79,,Ruta,RN 143,-66.924539,-36.243194,-66.925349,-36.241602
11.991396,Pavimento,109,79,,Ruta,RP 4,-66.924539,-36.243194,-66.814389,-36.296586
231.832264,Pavimento,109,79,,Ruta,RP 10,-66.814389,-36.296586,-64.278185,-36.224488
1.018879,Pavimento,109,79,1,Ruta,RP 20,-65.663900,-37.334258,-65.674759,-37.337091
55.0026,Pavimento,109,79,1,Ruta,RN 143,-65.074166,-37.446092,-65.663900,-37.334258
61.012718,Pavimento,109,79,1,Ruta,RN 35,-64.278185,-36.224488,-64.267817,-35.675440
225.750455,Pavimento,109,79,1,Ruta,RN 188,-65.252250,-35.102851,-67.689115,-34.978071
38.88546,Pavimento,112,80,,AutovIa,RN 148,-65.252250,-35.102851,-65.272545,-34.758560
129.385886,Pavimento,112,80,,AutovIa,RN 148,-65.272545,-34.758560,-65.467565,-33.665724
1.444186,Pavimento,40,30,,Calle,RN 8,-65.453289,-33.660664,-65.467565,-33.665724
1.518946,Pavimento,60,45,2,Avenida,RP 24,-65.449078,-33.647430,-65.453289,-33.660664
85.301903,Pavimento,112,80,2,AutovIa,RN 7,-65.449078,-33.647430,-66.260811,-33.304239
69.067704,Pavimento,112,80,,AutovIa,RN 148,-65.449078,-33.647430,-65.534149,-33.059582
2.768911,Pavimento,40,30,1,Calle,RN 8,-65.429178,-33.651628,-65.453289,-33.660664
1.928207,Pavimento,112,80,2,AutovIa,RN 7,-65.429178,-33.651628,-65.449078,-33.647430
42.298811,Pavimento,109,79,1,Ruta,RN 152,-64.607910,-37.367905,-65.073396,-37.446066
29.452932,Pavimento,109,79,1,Ruta,RN 152,-64.288024,-37.308804,-64.607910,-37.367905
21.009127,Pavimento,109,79,1,Ruta,RN 35,-64.288024,-37.308804,-64.286088,-37.120565
44.779479,Pavimento,109,79,1,Ruta,RN 35,-64.131222,-37.663454,-64.288024,-37.308804
56.051152,Pavimento,109,79,1,Ruta,RN 35,-64.286088,-37.120565,-64.270260,-36.620196
44.514275,Pavimento,109,79,1,Ruta,RN 35,-64.270260,-36.620196,-64.278185,-36.224488
55.39421,Pavimento,109,79,1,Ruta,RP 18,-63.666813,-37.123947,-64.286088,-37.120565
69.919554,Pavimento,109,79,1,Ruta,RP 1,-63.666813,-37.123947,-63.664611,-36.493902
31.484066,Pavimento,109,79,1,Ruta,RN 5,-63.944046,-36.537450,-64.270260,-36.620196
84.636747,Pavimento,109,79,1,Ruta,RP 7,-63.944046,-36.537450,-63.942463,-35.775242
44.115536,Pavimento,109,79,1,Ruta,RP 4,-64.267817,-35.675440,-63.784172,-35.678864
69.027346,Pavimento,109,79,1,Ruta,RN 35,-64.267817,-35.675440,-64.264034,-35.053723
1.081089,Pavimento,60,45,1,Avenida,RP 101,-63.784172,-35.678864,-63.780228,-35.688061
1.475523,Pavimento,60,45,1,Avenida,RP 4,-63.784172,-35.678864,-63.767873,-35.678817
45.735827,SIN DATO,,,,Ruta,RP 24,-63.613758,-37.666782,-64.131222,-37.663454
20.065371,Pavimento,109,79,,Ruta,RP 24,-63.393096,-37.657726,-63.613758,-37.666782
24.577006,Pavimento,109,79,,Ruta,RP 18,-63.391504,-37.124426,-63.666813,-37.123947
26.026711,Pavimento,109,79,1,Ruta,RN 5,-63.664611,-36.493902,-63.944046,-36.537450
13.141628,Pavimento,109,79,1,Ruta,RP 18,-63.247059,-37.132023,-63.391504,-37.124426
45.262045,Pavimento,109,79,1,Ruta,RP 60,-63.247059,-37.132023,-62.789139,-37.214905
33.756126,Pavimento,109,79,1,Ruta,RP 60,-62.789139,-37.214905,-62.420521,-37.178874
2.435772,Pavimento,109,79,2,Ruta,RP 5,-65.174110,-32.341236,-65.199425,-32.341846
44.421027,Pavimento,109,79,1,Ruta,RN 148,-65.174110,-32.341236,-65.173065,-31.947756
14.898404,Pavimento,109,79,2,Ruta,RP 5,-65.016312,-32.347839,-65.174110,-32.341236
24.277318,Pavimento,109,79,1,Ruta,RN 20,-65.173065,-31.947756,-65.374524,-32.054552
34.811174,Pavimento,109,79,1,Ruta,RN 20,-65.374524,-32.054552,-65.698056,-32.203989
44.002699,Pavimento,109,79,1,Ruta,RP 23,-65.374524,-32.054552,-65.199425,-32.341846
42.911532,Pavimento,99,70,,Ruta,RN 20,-65.005257,-31.723209,-65.173065,-31.947756
48.490879,Pavimento,109,79,1,Ruta,RP 15,-65.005257,-31.723209,-65.097336,-31.345882
48.99929,Pavimento,70,48,2,Ruta,RP 14,-65.005257,-31.723209,-64.679878,-31.550678
75.480478,Pavimento,109,79,1,Ruta,RN 141,-66.592246,-31.341900,-67.354409,-31.496051
67.593172,SIN DATO,,,,Ruta,RP 29,-66.592246,-31.341900,-66.701080,-30.837589
35.321516,SIN DATO,,,,Ruta,RP 28,-66.932434,-30.605625,-66.701080,-30.837589
32.057751,Pavimento,109,79,1,Ruta,RN 141,-66.274032,-31.314992,-66.592246,-31.341900
12.462519,Pavimento,109,79,1,Ruta,RN 79,-66.274032,-31.314992,-66.313117,-31.207786
30.977893,Pavimento,109,79,1,Ruta,RN 79,-66.313117,-31.207786,-66.226575,-30.966366
37.800922,Pavimento,109,79,1,Ruta,RN 77,-66.313117,-31.207786,-65.988953,-31.014389
69.28427,Pavimento,109,79,1,Ruta,RN 79,-66.226575,-30.966366,-66.305333,-30.360324
64.030573,Pavimento,109,79,1,Ruta,RN 77,-65.988953,-31.014389,-65.578363,-30.606544
3.251583,Pavimento,109,79,1,Ruta,RN 38,-66.305333,-30.360324,-66.331503,-30.343481
1.530482,Pavimento,60,45,,Avenida,RN 150,-66.875831,-30.038050,-66.884903,-30.047880
0.684435,Pavimento,109,79,,Ruta,RN 38,-66.875831,-30.038050,-66.874901,-30.031929
64.597172,Pavimento,109,79,,Ruta,RN 38,-66.331503,-30.343481,-66.875831,-30.038050
124.46587,Pavimento,109,79,1,Ruta,RN 79,-66.331503,-30.343481,-65.519541,-29.603519
76.720693,Pavimento,109,79,1,Ruta,RN 38,-65.578363,-30.606544,-66.305333,-30.360324
1.658315,Pavimento,109,79,1,Ruta,RP 28,-65.079910,-31.346043,-65.097336,-31.345882
62.641163,Pavimento,99,70,1,Ruta,RP 15,-64.978766,-30.852494,-65.079910,-31.346043
66.203054,Pavimento,109,79,1,Ruta,RN 38,-64.978766,-30.852494,-65.578363,-30.606544
51.575799,Pavimento,109,79,1,Ruta,RN 60,-65.519541,-29.603519,-65.773914,-29.220718
59.179375,Pavimento,109,79,1,Ruta,RN 60,-64.919087,-29.512969,-65.519541,-29.603519
69.037567,Pavimento,109,79,1,Ruta,RN 157,-64.919087,-29.512969,-65.092349,-28.929771
106.87674,Pavimento,109,79,1,Ruta,RN 8,-64.440031,-33.210471,-65.429178,-33.651628
75.534881,Pavimento,109,79,1,Ruta,RP 30,-65.084290,-33.141472,-64.379663,-33.110606
94.714471,Pavimento,99,70,1,Ruta,RP 1,-65.084290,-33.141472,-65.016312,-32.347839
2.947693,Pavimento,60,45,1,Avenida,RP 30,-64.379663,-33.110606,-64.350899,-33.117187
5.402084,Pavimento,109,79,1,Ruta,RN A00,-64.379663,-33.110606,-64.340324,-33.079962
7.783377,Pavimento,109,79,1,Ruta,RN 8,-64.379448,-33.163685,-64.440031,-33.210471
6.028174,Pavimento,60,45,1,Avenida,RN A00,-64.379448,-33.163685,-64.379663,-33.110606
124.759732,Pavimento,99,70,,Ruta,RN 23,-69.544657,-41.327688,-70.613134,-41.020017
17.256723,SIN DATO,,,,Ruta,RP 76,-69.362083,-41.849598,-69.369194,-41.999664
7.762598,SIN DATO,,,,Ruta,RP 76,-69.355873,-41.779900,-69.362083,-41.849598
39.363013,SIN DATO,,,,Ruta,RP 76,-69.423721,-41.447666,-69.355873,-41.779900
3.330019,Pavimento,99,70,,Ruta,RN 23,-69.505567,-41.322858,-69.544657,-41.327688
17.332313,SIN DATO,,,,Ruta,RP 76,-69.505567,-41.322858,-69.423721,-41.447666
7.367584,Pavimento,70,48,1,Ruta,RP 13,-71.242172,-38.853783,-71.277374,-38.812572
4.452075,Pavimento,70,48,1,Ruta,RP 13,-71.242172,-38.853783,-71.205521,-38.866394
14.831107,Pavimento,70,48,1,Ruta,RP 13,-71.205521,-38.866394,-71.064079,-38.902763
0.536986,Ripio,28,19,1,Ruta,RP 13,-71.064079,-38.902763,-71.060837,-38.906868
6.582525,Ripio,28,19,1,Ruta,RP 13,-71.060837,-38.906868,-71.022995,-38.865982
0.784383,Ripio,28,19,1,Ruta,RP 13,-71.022995,-38.865982,-71.015060,-38.865017
4.96453,Ripio,28,19,1,Ruta,RP 13,-71.015060,-38.865017,-70.969887,-38.886883
25.707289,Ripio,28,19,1,Ruta,RP 13,-70.969887,-38.886883,-70.724648,-38.911274
16.378396,Ripio,28,19,1,Ruta,RP 13,-70.724648,-38.911274,-70.576942,-38.865795
1.471914,Pavimento,47,36,,Avenida,RN 40,-70.074269,-38.904788,-70.085387,-38.896499
0.229673,Pavimento,47,36,,Avenida,RN 22,-70.074269,-38.904788,-70.072668,-38.903140
5.922787,Pavimento,70,48,1,Ruta,RP 13,-70.576942,-38.865795,-70.515411,-38.860100
3.780246,Pavimento,70,48,1,Ruta,RP 13,-70.515411,-38.860100,-70.476822,-38.855103
7.965791,Pavimento,70,48,1,Ruta,RP 13,-70.476822,-38.855103,-70.409973,-38.890461
6.642054,Pavimento,70,48,1,Ruta,RP 13,-70.409973,-38.890461,-70.355309,-38.924889
11.160686,Pavimento,70,48,1,Ruta,RP 13,-70.244102,-38.884693,-70.355309,-38.924889
6.023449,Pavimento,70,48,1,Ruta,RP 92,-70.244102,-38.884693,-70.177246,-38.894569
58.760627,Pavimento,70,48,1,Ruta,RN 242,-70.367618,-38.537747,-70.896927,-38.663330
158.873078,Pavimento,70,48,1,Ruta,RN 40,-70.367618,-38.537747,-70.263686,-37.380130
7.974215,Pavimento,70,48,1,Ruta,RP 13,-70.177246,-38.894569,-70.085387,-38.896499
52.734807,Pavimento,99,70,1,Ruta,RN 40,-70.085387,-38.896499,-70.367618,-38.537747
248.733673,Pavimento,109,79,1,Ruta,RN 237,-68.584210,-39.075954,-70.646157,-40.435385
56.114723,Pavimento,109,79,1,Ruta,RN 22,-68.584210,-39.075954,-69.194379,-38.930702
78.759917,Pavimento,109,79,1,Ruta,RN 22,-69.194379,-38.930702,-70.072668,-38.903140
113.498279,Pavimento,99,70,1,Ruta,RP 27,-70.303838,-48.764489,-69.583861,-49.577166
56.470005,Pavimento,109,79,1,Ruta,RP 25,-70.297440,-48.735882,-70.544431,-48.404950
4.315178,Pavimento,99,70,1,Ruta,RP 27,-70.297440,-48.735882,-70.303838,-48.764489
279.255624,Pavimento,99,70,1,Ruta,RN 40,-70.544431,-48.404950,-70.925177,-46.592481
74.02506,Pavimento,99,70,1,Ruta,RN 288,-68.931647,-49.984959,-69.583861,-49.577166
8.901778,Pavimento,109,79,1,Ruta,RN 3,-68.931647,-49.984959,-68.911947,-50.055786
64.849039,Pavimento,99,70,1,Ruta,RN 281,-70.925177,-46.592481,-71.669365,-46.586626
11.466133,Pavimento,99,70,,Ruta,RN 40,-70.925177,-46.592481,-70.814429,-46.536548
80.509777,Pavimento,99,70,1,Ruta,RN 40,-70.814429,-46.536548,-70.406218,-45.936458
104.921101,Ripio,49,35,,Ruta,RN 260,-70.406218,-45.936458,-71.646091,-45.914305
83.509629,Pavimento,109,79,1,Ruta,RN 40,-70.406218,-45.936458,-69.814581,-45.448650
238.035029,Pavimento,109,79,1,Ruta,RP 43,-67.962196,-46.805336,-70.814429,-46.536548
41.245071,Pavimento,99,70,,Ruta,RP 12,-67.962196,-46.805336,-67.603371,-46.546780
42.289298,Pavimento,109,79,1,Ruta,RN 288,-68.411897,-50.117355,-68.911947,-50.055786
11.407476,Ripio,30,23,1,Avenida,RP 99,-67.603371,-46.546780,-67.464017,-46.515779
15.716023,Pavimento,60,45,,Avenida,RP 12,-67.603371,-46.546780,-67.523492,-46.421316
59.99065,Pavimento,109,79,1,Ruta,RN 281,-67.255115,-47.013076,-67.962196,-46.805336
15.588175,Pavimento,109,79,1,Ruta,RN 3,-67.255115,-47.013076,-67.213537,-47.138833
60.973263,Pavimento,109,79,1,Ruta,RN 3,-67.464017,-46.515779,-67.255115,-47.013076
0.128974,SIN DATO,,,,Ruta,RP 12,-67.523492,-46.421316,-67.522270,-46.420521
15.630749,Pavimento,60,45,1,Avenida,RN 3,-67.523492,-46.421316,-67.464017,-46.515779
19.951254,Ripio,49,35,,Ruta,RN 1S40,-71.177401,-42.160954,-71.132133,-42.322522
1.214094,SIN DATO,,,,Ruta,RP 4,-69.239792,-42.273232,-69.225250,-42.274914
0.837505,SIN DATO,,,,Ruta,RP 4,-69.225250,-42.274914,-69.215271,-42.276302
2.883506,Pavimento,60,45,1,Avenida,RP 17,-69.173309,-38.912495,-69.194379,-38.930702
0.958561,Pavimento,109,79,1,Ruta,RP 17,-69.173096,-38.903862,-69.173309,-38.912495
18.643724,Pavimento,109,79,1,Ruta,RP 17,-69.115623,-38.743961,-69.173096,-38.903862
48.988277,Pavimento,109,79,1,Ruta,RN 22,-68.058936,-38.959510,-68.584210,-39.075954
0.840579,Pavimento,109,79,1,Ruta,RP 17,-69.111160,-38.737244,-69.115623,-38.743961
37.133255,Pavimento,109,79,1,Ruta,RP 17,-68.929001,-38.452991,-69.111160,-38.737244
3.980738,Pavimento,109,79,1,Ruta,RP 17,-68.962852,-38.443207,-68.929001,-38.452991
6.667205,Pavimento,109,79,1,Ruta,RP 1,-68.917099,-38.395164,-68.962852,-38.443207
12.267764,Pavimento,109,79,1,Ruta,RP 1,-68.795021,-38.351364,-68.917099,-38.395164
5.074853,Pavimento,109,79,2,Ruta,RP 7,-68.740532,-38.365879,-68.795021,-38.351364
16.913148,Pavimento,109,79,2,Ruta,RP 7,-68.589668,-38.458347,-68.740532,-38.365879
18.411146,Pavimento,109,79,2,Ruta,RP 7,-68.418564,-38.551109,-68.589668,-38.458347
4.863116,Pavimento,109,79,2,Ruta,RP 7,-68.369545,-38.571869,-68.418564,-38.551109
5.160278,Pavimento,109,79,2,Ruta,RP 7,-68.162178,-38.754013,-68.163752,-38.719134
24.837691,Pavimento,109,79,2,Ruta,RP 7,-68.162178,-38.754013,-68.058936,-38.959510
1.006308,Pavimento,109,79,,Ruta,RN 151,-68.163752,-38.719134,-68.167094,-38.710471
23.408026,Pavimento,109,79,2,Ruta,RP 7,-68.167094,-38.710471,-68.369545,-38.571869
126.787764,Pavimento,109,79,1,Ruta,RN 151,-68.167094,-38.710471,-67.748901,-37.660454
4.908805,Pavimento,60,45,1,Avenida,RN 22,-68.010760,-38.942598,-68.058936,-38.959510
29.960482,Pavimento,109,79,1,Ruta,RN 151,-68.010760,-38.942598,-68.163752,-38.719134
1.003045,Pavimento,109,79,1,Ruta,RP 6,-67.612572,-39.029732,-67.614447,-39.038648
1.006688,Pavimento,109,79,1,Ruta,RP 6,-67.610703,-39.020782,-67.612572,-39.029732
1.02584,Pavimento,109,79,1,Ruta,RP 6,-67.610703,-39.020782,-67.608231,-39.011745
0.905835,Pavimento,109,79,1,Ruta,RP 6,-67.608231,-39.011745,-67.599922,-39.006790
6.986259,Pavimento,109,79,1,Ruta,RP 6,-67.599922,-39.006790,-67.600594,-38.948948
8.355609,Pavimento,109,79,1,Ruta,RP 6,-67.600594,-38.948948,-67.582726,-38.878551
54.5933,Pavimento,109,79,1,Ruta,RP 6,-67.426132,-38.451691,-67.582726,-38.878551
19.129024,Pavimento,99,70,1,Ruta,RP 6,-67.426132,-38.451691,-67.293556,-38.316990
16.728358,Pavimento,109,79,1,Ruta,RP 6,-67.293556,-38.316990,-67.187541,-38.214562
12.148555,Pavimento,109,79,1,Ruta,RP 65,-61.159302,-36.218571,-61.064256,-36.142136
75.377374,Pavimento,109,79,1,Ruta,RN 226,-61.159302,-36.218571,-61.866256,-35.878112
82.454593,Pavimento,109,79,1,Ruta,RP 65,-61.064256,-36.142136,-60.896495,-35.492558
49.43657,Pavimento,109,79,1,Ruta,RN 5,-60.896495,-35.492558,-61.397050,-35.656462
93.268414,SIN DATO,,,1,Ruta,RP 65,-60.896495,-35.492558,-60.966621,-34.676083
49.21318,Tierra,59,43,,Ruta,RP 70,-62.999284,-35.438312,-62.470657,-35.364948
44.360738,Pavimento,109,79,1,Ruta,RN 33,-62.999284,-35.438312,-62.984934,-35.039036
57.59726,Pavimento,109,79,1,Ruta,RN 226,-62.470657,-35.364948,-62.946388,-35.045746
3.595893,Pavimento,109,79,1,Ruta,RN 226,-62.946388,-35.045746,-62.984934,-35.039036
97.730564,Pavimento,109,79,1,Ruta,RN 33,-62.987432,-35.035576,-62.692222,-34.284740
0.320212,Pavimento,109,79,,Ruta,RN 188,-62.987432,-35.035576,-62.989941,-35.037594
95.164608,Pavimento,109,79,1,Ruta,RN 33,-62.692222,-34.284740,-61.997838,-33.724199
69.200438,Pavimento,109,79,1,Ruta,RN 7,-62.692222,-34.284740,-63.420517,-34.141590
75.978743,Pavimento,109,79,1,Ruta,RN 226,-61.905625,-35.847329,-62.470657,-35.364948
80.725762,Pavimento,109,79,1,Ruta,RN 5,-61.905625,-35.847329,-62.748582,-36.014040
141.995858,Pavimento,109,79,1,Ruta,RN 188,-61.497736,-34.841006,-62.987432,-35.035576
97.318891,Pavimento,109,79,,Ruta,RP 50,-61.497736,-34.841006,-61.397050,-35.656462
129.500733,Pavimento,109,79,1,Ruta,RN 8,-61.997838,-33.724199,-63.303716,-33.393434
54.840529,Pavimento,109,79,1,Ruta,RN 33,-61.997838,-33.724199,-61.503357,-33.456312
95.56249,Pavimento,109,79,1,Ruta,RN 8,-63.303716,-33.393434,-64.249000,-33.133274
110.35917,Pavimento,109,79,1,Ruta,RP 4,-63.303716,-33.393434,-63.247828,-32.403375
111.934589,Pavimento,109,79,1,Ruta,RN 7,-61.511944,-34.511314,-62.692222,-34.284740
38.418508,Pavimento,109,79,,Ruta,RP 50,-61.511944,-34.511314,-61.497736,-34.841006
26.280478,Pavimento,109,79,1,Ruta,RN 8,-61.768740,-33.833445,-61.997838,-33.724199
38.639184,Pavimento,109,79,1,Ruta,RP 90,-61.768740,-33.833445,-61.429756,-33.658058
51.832046,Pavimento,109,79,1,Ruta,RN 5,-61.397050,-35.656462,-61.905625,-35.847329
54.643483,Pavimento,109,79,1,Ruta,RN 188,-61.004320,-34.593939,-61.497736,-34.841006
47.633802,Pavimento,109,79,1,Ruta,RN 7,-61.004320,-34.593939,-61.511944,-34.511314
7.25915,Pavimento,109,79,1,Ruta,RP 65,-60.966621,-34.676083,-60.955601,-34.612667
63.548274,Pavimento,109,79,1,Ruta,RP 46,-60.966621,-34.676083,-60.497288,-35.087837
