LENGTH,DATA,RUTA,JURISDIC,ETIQUETA_R,PROVINCIA,MATERIAL,PEAJE,CARRILES,JERARQUIA,TOPOGRAFIA,VEL_LIV,VEL_PES
84.39,"409","33",RP,RP 33,CATAMARCA,Pavimento,"0","1",Ruta,L,"109","79"
68.95,"472","38",RN,RN 38,CATAMARCA,Pavimento,"0","1",Ruta,L,"109","79"
16.94,"1612","2",RP,RP 2,CATAMARCA,Pavimento,"0","1",Ruta,M,"70","48"
2.01,"1613","2",RP,RP 2,CATAMARCA,Pavimento,"0","1",Ruta,M,"70","48"
9.68,"1611","2",RP,RP 2,CATAMARCA,Pavimento,"0","1",Ruta,L,"109","79"
4.94,"1610","2",RP,RP 2,CATAMARCA,Pavimento,"0","1",Ruta,L,"109","79"
0.83,"1490","1",RP,RP 1,CATAMARCA,Pavimento,"0","1",Avenida,L,"60","45"
2.10,"1489","1",RP,RP 1,CATAMARCA,Pavimento,"0","1",Avenida,L,"60","45"
4.04,"1713","38",RN,RN 38,CATAMARCA,Pavimento,"0",,Avenida,L,"60","45"
4.81,"1491","1",RP,RP 1,CATAMARCA,Pavimento,"0","1",Ruta,L,"109","79"
13.67,"473","38",RN,RN 38,CATAMARCA,Pavimento,"0","1",Ruta,L,"109","79"
1.08,"1492","1",RP,RP 1,CATAMARCA,Pavimento,"0","1",Ruta,L,"109","79"
3.05,"1493","1",RP,RP 1,CATAMARCA,Pavimento,"0","1",Ruta,L,"109","79"
1.22,"1494","1",RP,RP 1,CATAMARCA,Pavimento,"0","1",Ruta,L,"109","79"
3.32,"1495","1",RP,RP 1,CATAMARCA,Pavimento,"0","1",Ruta,L,"109","79"
1.55,"1496","1",RP,RP 1,CATAMARCA,Pavimento,"0","1",Ruta,L,"109","79"
8.16,"1609","2",RP,RP 2,CATAMARCA,Pavimento,"0","1",Ruta,L,"109","79"
10.53,"1608","2",RP,RP 2,CATAMARCA,Pavimento,"0","1",Ruta,M,"70","48"
10.57,"1615","2",RP,RP 2,CATAMARCA,Pavimento,"0","1",Ruta,M,"70","48"
12.84,"1616","2",RP,RP 2,CATAMARCA,Pavimento,"0","1",Ruta,M,"70","48"
0.10,"1621","2",RP,RP 2,CATAMARCA,Pavimento,"0","1",Ruta,M,"70","48"
1.79,"1618","2",RP,RP 2,CATAMARCA,Pavimento,"0","1",Ruta,M,"70","48"
1.00,"1619","2",RP,RP 2,CATAMARCA,Pavimento,"0","1",Ruta,M,"70","48"
3.71,"1620","2",RP,RP 2,CATAMARCA,Pavimento,"0","1",Ruta,M,"70","48"
2.57,"1617","2",RP,RP 2,CATAMARCA,Pavimento,"0","1",Ruta,L,"109","79"
8.39,"1622","2",RP,RP 2,CATAMARCA,Pavimento,"0","1",Ruta,L,"109","79"
2.78,"1624","2",RP,RP 2,CATAMARCA,Pavimento,"0","1",Ruta,L,"109","79"
6.15,"1623","2",RP,RP 2,CATAMARCA,Pavimento,"0","1",Ruta,L,"109","79"
7.44,"1614","2",RP,RP 2,CATAMARCA,Pavimento,"0","1",Ruta,M,"70","48"
34.54,"1711","157",RN,RN 157,CATAMARCA,Pavimento,"0","1",Ruta,L,"109","79"
16.26,"155","157",RN,RN 157,SANTIAGO DEL ESTERO,Pavimento,"0","1",Ruta,L,"109","79"
32.26,"156","157",RN,RN 157,SANTIAGO DEL ESTERO,Pavimento,"0","1",Ruta,L,"109","79"
11.86,"1499","1",RP,RP 1,CATAMARCA,Pavimento,"0","1",Ruta,O,"99","70"
0.20,"1507","1",RP,RP 1,CATAMARCA,Pavimento,"0","1",Ruta,O,"99","70"
0.59,"1505","1",RP,RP 1,CATAMARCA,Pavimento,"0","1",Ruta,O,"99","70"
0.15,"1509","1",RP,RP 1,CATAMARCA,Pavimento,"0","1",Ruta,O,"99","70"
0.14,"1508","1",RP,RP 1,CATAMARCA,Pavimento,"0","1",Ruta,O,"99","70"
0.82,"1506","1",RP,RP 1,CATAMARCA,Pavimento,"0","1",Ruta,O,"99","70"
0.10,"1513","1",RP,RP 1,CATAMARCA,Pavimento,"0","1",Ruta,O,"99","70"
0.20,"1512","1",RP,RP 1,CATAMARCA,Pavimento,"0","1",Ruta,O,"99","70"
0.64,"1510","1",RP,RP 1,CATAMARCA,Pavimento,"0","1",Ruta,O,"99","70"
0.27,"1511","1",RP,RP 1,CATAMARCA,Pavimento,"0","1",Ruta,O,"99","70"
0.08,"1514","1",RP,RP 1,CATAMARCA,Pavimento,"0","1",Ruta,O,"99","70"
0.16,"1515","1",RP,RP 1,CATAMARCA,Pavimento,"0","1",Ruta,O,"99","70"
0.45,"1516","1",RP,RP 1,CATAMARCA,Pavimento,"0","1",Ruta,O,"99","70"
0.14,"1519","1",RP,RP 1,CATAMARCA,Pavimento,"0","1",Ruta,O,"99","70"
0.29,"1517","1",RP,RP 1,CATAMARCA,Pavimento,"0","1",Ruta,O,"99","70"
0.71,"1518","1",RP,RP 1,CATAMARCA,Pavimento,"0","1",Ruta,O,"99","70"
1.03,"1501","1",RP,RP 1,CATAMARCA,Pavimento,"0","1",Ruta,O,"99","70"
0.62,"1503","1",RP,RP 1,CATAMARCA,Pavimento,"0","1",Ruta,O,"99","70"
8.94,"1500","1",RP,RP 1,CATAMARCA,Pavimento,"0","1",Ruta,O,"99","70"
2.98,"1502","1",RP,RP 1,CATAMARCA,Pavimento,"0","1",Ruta,O,"99","70"
1.00,"1504","1",RP,RP 1,CATAMARCA,Pavimento,"0","1",Ruta,O,"99","70"
0.25,"1523","1",RP,RP 1,CATAMARCA,Pavimento,"0","1",Ruta,O,"99","70"
0.09,"1524","1",RP,RP 1,CATAMARCA,Pavimento,"0","1",Ruta,O,"99","70"
0.34,"1525","1",RP,RP 1,CATAMARCA,Pavimento,"0","1",Ruta,O,"99","70"
0.63,"1521","1",RP,RP 1,CATAMARCA,Pavimento,"0","1",Ruta,O,"99","70"
0.32,"1522","1",RP,RP 1,CATAMARCA,Pavimento,"0","1",Ruta,O,"99","70"
0.84,"1520","1",RP,RP 1,CATAMARCA,Pavimento,"0","1",Ruta,O,"99","70"
0.21,"1526","1",RP,RP 1,CATAMARCA,Pavimento,"0","1",Ruta,O,"99","70"
0.06,"1529","1",RP,RP 1,CATAMARCA,Pavimento,"0","1",Ruta,O,"99","70"
0.10,"1527","1",RP,RP 1,CATAMARCA,Pavimento,"0","1",Ruta,O,"99","70"
0.88,"1528","1",RP,RP 1,CATAMARCA,Pavimento,"0","1",Ruta,O,"99","70"
0.68,"1530","1",RP,RP 1,CATAMARCA,Pavimento,"0","1",Ruta,O,"99","70"
1.50,"1531","1",RP,RP 1,CATAMARCA,Pavimento,"0","1",Ruta,O,"99","70"
1.09,"1532","1",RP,RP 1,CATAMARCA,Pavimento,"0","1",Ruta,O,"99","70"
1.32,"1533","1",RP,RP 1,CATAMARCA,Pavimento,"0","1",Ruta,M,"70","48"
0.08,"1535","1",RP,RP 1,CATAMARCA,Pavimento,"0","1",Ruta,M,"70","48"
1.76,"1534","1",RP,RP 1,CATAMARCA,Pavimento,"0","1",Ruta,M,"70","48"
0.20,"1536","18",RP,RP 18,CATAMARCA,SIN DATO,"0",,Ruta,O,,
12.98,"1537","18",RP,RP 18,TUCUMAN,SIN DATO,"0",,Ruta,M,,
12.33,"1498","1",RP,RP 1,CATAMARCA,Pavimento,"0","1",Ruta,O,"99","70"
9.01,"1497","1",RP,RP 1,CATAMARCA,Pavimento,"0","1",Ruta,O,"99","70"
46.67,"1712","38",RN,RN 38,CATAMARCA,Pavimento,"0","1",Ruta,O,"99","70"
14.91,"324","27",RP,RP 27,CATAMARCA,SIN DATO,"0",,Ruta,L,,
0.06,"1539","9",RP,RP 9,CATAMARCA,SIN DATO,"0",,Ruta,M,,
9.61,"1538","9",RP,RP 9,CATAMARCA,SIN DATO,"0",,Ruta,M,,
11.93,"857","38",RN,RN 38,CATAMARCA,Pavimento,"0","1",Ruta,L,"109","79"
9.78,"614","64",RN,RN 64,CATAMARCA,Pavimento,"0","1",Ruta,L,"109","79"
26.86,"475","38",RN,RN 38,TUCUMAN,Pavimento,"0",,Ruta,L,"109","79"
34.09,"1779","65",RN,RN 65,TUCUMAN,Ripio,"0",,Ruta,O,"49","35"
5.90,"1540","308",RP,RP 308,TUCUMAN,Pavimento,"0","1",Ruta,M,"70","48"
5.12,"1541","308",RP,RP 308,TUCUMAN,Pavimento,"0","1",Ruta,M,"70","48"
2.17,"1542","308",RP,RP 308,TUCUMAN,Pavimento,"0","1",Ruta,M,"70","48"
0.65,"1543","308",RP,RP 308,TUCUMAN,Pavimento,"0","1",Ruta,M,"70","48"
1.43,"1545","308",RP,RP 308,TUCUMAN,Pavimento,"0","1",Ruta,M,"70","48"
0.36,"1546","308",RP,RP 308,TUCUMAN,Pavimento,"0","1",Ruta,M,"70","48"
0.05,"1548","308",RP,RP 308,TUCUMAN,Pavimento,"0","1",Ruta,M,"70","48"
0.59,"1544","308",RP,RP 308,TUCUMAN,Pavimento,"0","1",Ruta,M,"70","48"
0.20,"1549","308",RP,RP 308,TUCUMAN,Pavimento,"0","1",Ruta,M,"70","48"
3.48,"1547","308",RP,RP 308,TUCUMAN,Pavimento,"0","1",Ruta,M,"70","48"
0.20,"1552","308",RP,RP 308,TUCUMAN,Pavimento,"0","1",Ruta,M,"70","48"
0.06,"1553","308",RP,RP 308,TUCUMAN,Pavimento,"0","1",Ruta,M,"70","48"
0.25,"1550","308",RP,RP 308,TUCUMAN,Pavimento,"0","1",Ruta,M,"70","48"
0.40,"1554","308",RP,RP 308,TUCUMAN,Pavimento,"0","1",Ruta,M,"70","48"
0.52,"1555","308",RP,RP 308,TUCUMAN,Pavimento,"0","1",Ruta,M,"70","48"
1.14,"1551","308",RP,RP 308,TUCUMAN,Pavimento,"0","1",Ruta,M,"70","48"
0.32,"1556","308",RP,RP 308,TUCUMAN,Pavimento,"0","1",Ruta,M,"70","48"
0.14,"1558","308",RP,RP 308,TUCUMAN,Pavimento,"0","1",Ruta,M,"70","48"
0.22,"1559","308",RP,RP 308,TUCUMAN,Pavimento,"0","1",Ruta,M,"70","48"
3.90,"1557","308",RP,RP 308,TUCUMAN,Pavimento,"0","1",Ruta,L,"109","79"
2.85,"1560","308",RP,RP 308,TUCUMAN,Pavimento,"0","1",Ruta,L,"109","79"
0.37,"1561","308",RP,RP 308,TUCUMAN,Pavimento,"0","1",Ruta,L,"109","79"
0.42,"1562","308",RP,RP 308,TUCUMAN,Pavimento,"0","1",Ruta,L,"109","79"
0.09,"1564","308",RP,RP 308,TUCUMAN,Pavimento,"0","1",Ruta,L,"109","79"
0.50,"1563","308",RP,RP 308,TUCUMAN,Pavimento,"0","1",Ruta,L,"109","79"
0.17,"1565","308",RP,RP 308,TUCUMAN,Pavimento,"0","1",Ruta,L,"109","79"
0.15,"1566","308",RP,RP 308,TUCUMAN,Pavimento,"0","1",Ruta,L,"109","79"
0.11,"1567","308",RP,RP 308,TUCUMAN,Pavimento,"0","1",Ruta,L,"109","79"
0.31,"1568","308",RP,RP 308,TUCUMAN,Pavimento,"0","1",Ruta,L,"109","79"
0.28,"1569","308",RP,RP 308,TUCUMAN,Pavimento,"0","1",Ruta,L,"109","79"
0.10,"1570","308",RP,RP 308,TUCUMAN,Pavimento,"0","1",Ruta,L,"109","79"
0.18,"1571","308",RP,RP 308,TUCUMAN,Pavimento,"0","1",Ruta,L,"109","79"
0.76,"1572","308",RP,RP 308,TUCUMAN,Pavimento,"0","1",Ruta,L,"109","79"
0.56,"1574","308",RP,RP 308,TUCUMAN,Pavimento,"0","1",Ruta,L,"109","79"
0.52,"1575","308",RP,RP 308,TUCUMAN,Pavimento,"0","1",Ruta,L,"109","79"
0.24,"1577","308",RP,RP 308,TUCUMAN,Pavimento,"0","1",Ruta,L,"109","79"
0.71,"1576","308",RP,RP 308,TUCUMAN,Pavimento,"0","1",Ruta,L,"109","79"
0.15,"1580","308",RP,RP 308,TUCUMAN,Pavimento,"0","1",Ruta,L,"109","79"
0.57,"1579","308",RP,RP 308,TUCUMAN,Pavimento,"0","1",Ruta,L,"109","79"
0.33,"1578","308",RP,RP 308,TUCUMAN,Pavimento,"0","1",Ruta,L,"109","79"
0.51,"1573","308",RP,RP 308,TUCUMAN,Pavimento,"0","1",Ruta,L,"109","79"
22.48,"474","38",RN,RN 38,TUCUMAN,Pavimento,"0",,Ruta,L,"109","79"
2.51,"925",A008,RN,RN A008,SANTA FE,Pavimento,"0",,Autopista,L,"138","80"
1.95,"801",A00,RN,RN A00,SANTA FE,Pavimento,"0",,Autopista,L,"138","80"
4.30,"802",A00,RN,RN A00,SANTA FE,Pavimento,"0","2",Autopista,L,"138","80"
5.25,"407","33",RN,RN 33,SANTA FE,Pavimento,"0","1",Avenida,L,"60","45"
11.87,"437","345",RP,RP 345,SANTA FE,SIN DATO,"0",,Ruta,L,,
10.24,"414","34",RN,RN 34,SANTA FE,Pavimento,"0","1",Ruta,L,"109","79"
11.08,"809",A01,RN,RN A01,SANTA FE,Pavimento,"0","1",Ruta,L,"109","79"
3.86,"413","34",RN,RN 34,SANTA FE,Pavimento,"0","1",Ruta,L,"109","79"
1.49,"800",A00,RN,RN A00,SANTA FE,Pavimento,"0",,Autopista,L,"138","80"
1.67,"806",A00,RN,RN A00,SANTA FE,Pavimento,"0",,Autopista,L,"138","80"
0.13,"29","11",RN,RN 11,SANTA FE,Pavimento,"0",,Avenida,L,"60","45"
0.82,"183","174",RN,RN 174,SANTA FE,Pavimento,"0",,Autopista,L,"138","80"
0.87,"805",A00,RN,RN A00,SANTA FE,Pavimento,"0",,Autopista,L,"138","80"
14.05,"823",A90,RP,RP A90,SANTA FE,SIN DATO,"0",,Autopista,L,,
11.76,"28","11",RN,RN 11,SANTA FE,Pavimento,"0","1",Avenida,L,"60","45"
0.04,"192","18",RP,RP 18,SANTA FE,Pavimento,"0","1",Avenida,L,"60","45"
1.56,"804",A00,RN,RN A00,SANTA FE,Pavimento,"0",,Autopista,L,"138","80"
5.90,"194","18",RP,RP 18,SANTA FE,Pavimento,"0","1",Avenida,L,"60","45"
2.02,"807",A01,RN,RN A01,SANTA FE,Pavimento,"0","1",Ruta,L,"109","79"
57.86,"182","174",RN,RN 174,ENTRE RIOS,Pavimento,"1","1",Ruta,L,"109","79"
22.06,"733","9",RN,RN 9,BUENOS AIRES,Pavimento,"0","1",Autopista,L,"138","80"
4.84,"42","11",RP,RP 11,ENTRE RIOS,Pavimento,"0","1",Ruta,L,"109","79"
3.03,"895","11",RP,RP 11,ENTRE RIOS,Pavimento,"0","1",Ruta,L,"109","79"
42.18,"317","26",RP,RP 26,ENTRE RIOS,Pavimento,"0","1",Ruta,L,"109","79"
72.57,"43","11",RP,RP 11,ENTRE RIOS,Pavimento,"0","1",Ruta,L,"109","79"
31.96,"100","131",RN,RN 131,ENTRE RIOS,Pavimento,"0","1",Ruta,L,"109","79"
40.69,"44","11",RP,RP 11,ENTRE RIOS,Pavimento,"0","1",Ruta,L,"109","79"
8.63,"833",GRA,RP,RP GRA,SANTA FE,SIN DATO,"0",,Autopista,L,,
2.15,"878",GRA,RP,RP GRA,SANTA FE,SIN DATO,"0",,Avenida,L,,
8.43,"176","168",RN,RN 168,SANTA FE,Pavimento,"0","1",Avenida,L,"60","45"
20.23,"1705","168",RN,RN 168,SANTA FE,Pavimento,"1","1",Avenida,L,"60","45"
6.70,"1352","1",RP,RP 1,SANTA FE,Pavimento,"0","1",Avenida,L,"60","45"
1.56,"1407","10",RP,RP 10,MISIONES,Pavimento,"0","1",Ruta,L,"109","79"
2.16,"1409","10",RP,RP 10,MISIONES,Pavimento,"0","1",Ruta,L,"109","79"
1.03,"1410","10",RP,RP 10,MISIONES,Pavimento,"0","1",Ruta,L,"109","79"
0.61,"1411","10",RP,RP 10,MISIONES,Pavimento,"0","1",Ruta,L,"109","79"
0.77,"1412","2",RP,RP 2,MISIONES,Pavimento,"0","1",Ruta,L,"109","79"
0.25,"1413","2",RP,RP 2,MISIONES,Pavimento,"0","1",Ruta,L,"109","79"
1.11,"1414","2",RP,RP 2,MISIONES,Pavimento,"0","1",Ruta,L,"109","79"
0.54,"1415","2",RP,RP 2,MISIONES,Pavimento,"0","1",Ruta,L,"109","79"
1.94,"1416","2",RP,RP 2,MISIONES,Pavimento,"0","1",Ruta,L,"109","79"
1.68,"1417","2",RP,RP 2,MISIONES,Pavimento,"0","1",Ruta,L,"109","79"
2.70,"1418","2",RP,RP 2,MISIONES,Pavimento,"0","1",Ruta,L,"109","79"
8.62,"1419","2",RP,RP 2,MISIONES,Pavimento,"0","1",Ruta,L,"109","79"
12.91,"1420","2",RP,RP 2,MISIONES,Pavimento,"0","1",Ruta,L,"109","79"
5.98,"1421","2",RP,RP 2,MISIONES,Pavimento,"0","1",Ruta,L,"109","79"
0.95,"1422","2",RP,RP 2,MISIONES,Pavimento,"0","1",Ruta,L,"109","79"
3.83,"1423","2",RP,RP 2,MISIONES,Pavimento,"0","1",Ruta,L,"109","79"
3.32,"1744","4",RP,RP 4,MISIONES,Pavimento,"0","1",Ruta,L,"109","79"
2.38,"1424","2",RP,RP 2,MISIONES,Pavimento,"0","1",Ruta,L,"109","79"
78.64,"118","14",RN,RN 14,MISIONES,Pavimento,"0","1",Ruta,L,"109","79"
53.82,"25","103",RN,RN 103,MISIONES,Pavimento,"0",,Ruta,L,"109","79"
91.21,"1743","2",RP,RP 2,MISIONES,Pavimento,"0","1",Ruta,L,"109","79"
158.79,"75","12",RN,RN 12,MISIONES,Pavimento,"0","1",Ruta,L,"109","79"
49.53,"77","12",RN,RN 12,MISIONES,Pavimento,"1","1",Ruta,L,"109","79"
36.81,"80","12",RN,RN 12,MISIONES,Pavimento,"0","1",Ruta,L,"109","79"
8.75,"79","12",RN,RN 12,MISIONES,Pavimento,"0","1",Ruta,L,"109","79"
234.02,"119","14",RN,RN 14,MISIONES,Pavimento,"0","1",Ruta,L,"109","79"
110.04,"181","17",RP,RP 17,MISIONES,Pavimento,"0","1",Ruta,O,"99","70"
10.96,"120","14",RN,RN 14,MISIONES,Pavimento,"0","1",Ruta,L,"109","79"
6.58,"1750","101",RN,RN 101,MISIONES,Pavimento,"0",,Ruta,L,"109","79"
67.30,"215","19",RP,RP 19,MISIONES,Pavimento,"0","1",Ruta,L,"109","79"
43.46,"1751","101",RN,RN 101,MISIONES,Tierra,"0",,Ruta,L,"59","43"
8.76,"19","101",RN,RN 101,MISIONES,Pavimento,"0","1",Ruta,L,"109","79"
9.89,"864","11",RN,RN 11,FORMOSA,Pavimento,"0","1",Ruta,L,"109","79"
106.38,"37","11",RN,RN 11,FORMOSA,Pavimento,"0","1",Ruta,L,"109","79"
129.25,"1046","14",RN,RN 14,CORRIENTES,Pavimento,"0","1",Ruta,L,"109","79"
8.30,"964","121",RN,RN 121,CORRIENTES,Pavimento,"0","1",Ruta,L,"109","79"
1.61,"1045","14",RN,RN 14,CORRIENTES,Pavimento,"0",,Ruta,L,"109","79"
65.55,"777","94",RP,RP 94,CORRIENTES,Pavimento,"0","1",Ruta,L,"109","79"
57.43,"84","120",RN,RN 120,CORRIENTES,Pavimento,"0","1",Ruta,L,"109","79"
54.46,"74","12",RN,RN 12,CORRIENTES,Pavimento,"0","1",Ruta,L,"109","79"
71.38,"117","14",RN,RN 14,CORRIENTES,Pavimento,"0","1",Ruta,L,"109","79"
34.43,"872","14",RN,RN 14,CORRIENTES,Pavimento,"0","1",Ruta,L,"109","79"
4.77,"7","1",RP,RP 1,MISIONES,SIN DATO,"0","1",Ruta,L,,
22.30,"1803","1",RP,RP 1,MISIONES,Pavimento,"0",,Ruta,L,"109","79"
1.04,"1393","10",RP,RP 10,MISIONES,Pavimento,"0","1",Ruta,L,"109","79"
0.70,"1394","10",RP,RP 10,MISIONES,Pavimento,"0","1",Ruta,L,"109","79"
0.98,"1395","10",RP,RP 10,MISIONES,Pavimento,"0","1",Ruta,L,"109","79"
1.06,"1396","10",RP,RP 10,MISIONES,Pavimento,"0","1",Ruta,L,"109","79"
1.09,"1397","10",RP,RP 10,MISIONES,Pavimento,"0","1",Ruta,L,"109","79"
1.00,"1398","10",RP,RP 10,MISIONES,Pavimento,"0","1",Ruta,L,"109","79"
18.76,"1707","1",RP,RP 1,MISIONES,Pavimento,"0","1",Ruta,L,"109","79"
1.08,"1404","10",RP,RP 10,MISIONES,Pavimento,"0","1",Ruta,L,"109","79"
4.24,"1405","10",RP,RP 10,MISIONES,Pavimento,"0","1",Ruta,L,"109","79"
2.54,"1406","10",RP,RP 10,MISIONES,Pavimento,"0","1",Ruta,L,"109","79"
0.98,"1408","10",RP,RP 10,MISIONES,Pavimento,"0","1",Ruta,L,"109","79"
1.04,"1399","10",RP,RP 10,MISIONES,Pavimento,"0","1",Ruta,L,"109","79"
2.72,"1400","10",RP,RP 10,MISIONES,Pavimento,"0","1",Ruta,L,"109","79"
0.67,"1401","10",RP,RP 10,MISIONES,Pavimento,"0","1",Ruta,L,"109","79"
2.58,"1402","10",RP,RP 10,MISIONES,Pavimento,"0","1",Ruta,L,"109","79"
1.34,"1403","10",RP,RP 10,MISIONES,Pavimento,"0","1",Ruta,L,"109","79"
7.93,"886","12",RN,RN 12,MISIONES,Pavimento,"0",,Avenida,L,"60","45"
0.12,"8","1",RP,RP 1,MISIONES,Pavimento,"0","1",Ruta,L,"109","79"
34.56,"26","105",RN,RN 105,MISIONES,Pavimento,"0","1",Ruta,L,"109","79"
33.68,"76","12",RN,RN 12,MISIONES,Pavimento,"1","1",AutovIa,L,"112","80"
